S.NO,Movie,Year,Language,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,PosterURL
3110,Confessions of a Teenage Drama Queen,2004,English,,,,,,,
3111,EuroTrip,2004,English,,,,,,,
3112,Welcome to Mooseport,2004,English,,,"Welcome to Mooseportis a 2004political satirecomedy filmdirected byDonald Petrie, and starringRay RomanoandGene Hackmanin his final film role, about aUS presidentwho has retired after twoterms in office, returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate. It was filmed inJackson's PointandPort Perryin Ontario.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Welcome_To_Mooseport.jpg/250px-Welcome_To_Mooseport.jpg
3113,Twisted,2004,English,,,,,,,
3114,Starsky & Hutch,2004,English,,,"Starsky & Hutchis a 2004 Americanbuddy copaction comedy filmdirected byTodd Phillips. The film starsBen Stilleras David Starsky andOwen Wilsonas Ken ""Hutch"" Hutchinson and is a film adaptation of the originaltelevision series of the same namefrom the 1970s.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Starsky_and_hutch.jpg/250px-Starsky_and_hutch.jpg
3115,Secret Window,2004,English,,,,,,,
3116,Spartan,2004,English,,,,,,,
3117,Eternal Sunshine of the Spotless Mind,2004,English,,,"Eternal Sunshine of the Spotless Mindis a 2004 Americansurrealistscience fictionromantic drama filmdirected byMichel Gondryand written byCharlie Kaufmanfrom a story by Gondry, Kaufman, andPierre Bismuth. StarringJim CarreyandKate Winslet, with supporting roles fromKirsten Dunst,Mark Ruffalo,Elijah WoodandTom Wilkinson, the film follows two individuals who undergo amemory erasureprocedure to forget each other after the dissolution of their romantic relationship. The title of the film is a quotation from the 1717 poemEloisa to AbelardbyAlexander Pope. It uses elements ofpsychological dramaand science fiction and anonlinear narrativeto explore the nature of memory and love.[1]",,,,https://upload.wikimedia.org/wikipedia/en/a/a4/Eternal_Sunshine_of_the_Spotless_Mind.png
3118,Taking Lives,2004,English,,,,,,,
3119,The Ladykillers,2004,English,,,"The Ladykillersis a 2004 Americanblack comedycrime thriller filmwritten, directed, produced and edited byJoel and Ethan Coen.[2]The Coens' screenplay was based on the 1955 BritishEaling comedyfilm of the same name, which was written byWilliam Rose.[3]The Coens produced the remake with Tom Jacobson,Barry Sonnenfeld, andBarry Josephson. It starsTom Hanks,Irma P. Hall,Marlon Wayans,J. K. Simmons,Tzi MaandRyan Hurst, and marks the only time the Coens have worked with Tom Hanks so far and the first remake by the Coens.[4]This was the first film in which Joel and Ethan Coen share both producing and directing credits; previously Joel had always been credited as director and Ethan as producer.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/The_Ladykillers_movie.jpg/250px-The_Ladykillers_movie.jpg
3120,Never Die Alone,2004,English,,,,,,,
3121,Scooby-Doo 2: Monsters Unleashed,2004,English,,,,,,,
3122,Home on the Range,2004,English,,,"Home on the Rangeis a 2004 American animatedWesterncomedy filmproduced byWalt Disney Feature Animationand released byWalt Disney Pictures. It was the last Disneytraditionally animatedfilm released untilThe Princess and the Frogin 2009. Named after the popular cowboy songof the same name, which also serves as the state song ofKansas, the film was written and directed byWill Finnand John Sanford, and stars the voices ofRoseanne Barr,Judi Dench,Jennifer Tilly,Cuba Gooding Jr.,Randy Quaid, andSteve Buscemi. It features original songs written byAlan MenkenandGlenn Slater, and an originalmusical orchestral scorealso composed by Menken.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Homerangeposter.jpg/250px-Homerangeposter.jpg
3123,The Prince & Me,2004,English,,,"The Prince & Meis a 2004 Americanromantic comedyfilm directed byMartha Coolidge, and starringJulia Stiles,Luke MablyandBen Miller, withMiranda Richardson,James FoxandAlberta Watson. The film focuses on Paige Morgan, a pre-med college student inWisconsin, who is pursued by aDanishprince posing as an ordinary college student. The film had 3direct-to-videosequels created under different writers and a new director, withKam HeskinreplacingJulia Stilesin the role of Paige Morgan:The Prince & Me 2: The Royal Wedding(2006),The Prince & Me: A Royal Honeymoon(2008), andThe Prince & Me: The Elephant Adventure(2010).",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Prince_and_me_poster.jpg/250px-Prince_and_me_poster.jpg
3124,Walking Tall,2004,English,,,,,,,
3125,The Whole Ten Yards,2004,English,,,,,,,
3126,Ella Enchanted,2004,English,,,"Ella Enchantedis a 2004jukebox musicalfantasycomedy filmdirected byTommy O'Haverand written byKaren McCullah LutzandKirsten Smith, loosely based onGail Carson Levine's1997 novel of the same name. StarringAnne HathawayandHugh Dancy, the film is a satire of thefairy talegenre.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/EllaEnchantedFilmPoster.jpg/250px-EllaEnchantedFilmPoster.jpg
3127,The Girl Next Door,2004,English,,,,,,,
3128,Kill Bill: Volume 2,2004,English,,,"Kill Bill: Volume 2is a 2004 Americanmartial artsaction filmwritten and directed byQuentin Tarantino. It starsUma Thurmanas theBride, who continues her campaign of revenge against the Deadly Viper Assassination Squad (Daryl Hannah,Vivica A. Fox,Lucy Liu, andMichael Madsen) and their leader Bill (David Carradine), who tried to kill her and their unborn child.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Kill_Bill_Volume_2.png/250px-Kill_Bill_Volume_2.png
3129,The Punisher,2004,English,,,,,,,
3130,Man on Fire,2004,English,,,,,,,
3131,Envy,2004,English,,,Envyis a 2004 Americanblack comedybuddy filmdirected byBarry Levinsonand starringBen StillerandJack Black.,,,,https://upload.wikimedia.org/wikipedia/en/f/fd/Envy_film_poster.jpg
3132,Godsend,2004,English,,,,,,,
3133,Laws of Attraction,2004,English,,,,,,,
3134,Mean Girls,2004,English,,,"Mean Girlsis a 2004 Americanteencomedy filmdirected byMark Watersand written byTina Fey. It starsLindsay Lohan,Rachel McAdams,Ana Gasteyer,Tim Meadows,Amy Poehler, and Fey. The film followsCady Heron(Lohan), a naïve teenager who transfers to an American high school after years ofhomeschoolingin Africa. Cady quickly befriends outcasts Janis and Damian (Lizzy CaplanandDaniel Franzese), with the trio forming a plan to exact revenge onRegina George(McAdams), the leader of an envied clique known as ""the Plastics"".",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Mean_Girls_film_poster.png/250px-Mean_Girls_film_poster.png
3135,Super Size Me,2004,English,,,This is an accepted version of this page,,,,https://upload.wikimedia.org/wikipedia/en/6/6a/Super_Size_Me_Poster.jpg
3136,Van Helsing,2004,English,,,"Van Helsingis a 2004action horrorfilm written and directed byStephen Sommers. It starsHugh Jackmanas monster hunterVan HelsingandKate Beckinsaleas Anna Valerious.Van Helsingis an homage to theUniversal Horror Monsterfilms from the 1930s and 1940s (also produced byUniversal Pictureswhich were in turn partially based on novels byBram StokerandMary Shelley), of which Sommers is a fan.",,,,https://upload.wikimedia.org/wikipedia/en/5/55/Van_Helsing_poster.jpg
3137,Coffee and Cigarettes,2004,English,,,,,,,
3138,A Slipping-Down Life,2004,English,,,,,,,
3139,Troy,2004,English,,,"Troyis a 2004epichistoricalaction filmdirected byWolfgang Petersenand written byDavid Benioff. Produced by units in Malta, Mexico and Britain'sShepperton Studios, the film features anensemble castled byBrad Pitt,Eric Bana,Peter O'Toole,Julie Christie,Sean Bean,Diane Kruger,Brian Cox,Brendan Gleeson,Rose Byrne,Saffron BurrowsandOrlando Bloom. It is loosely based[3]onHomer'sIliadin its narration of the entire story of the decade-longTrojan War—condensed into little more than a couple of weeks, rather than just the quarrel betweenAchillesandAgamemnonin the ninth year. Achilles leads hisMyrmidonsalong with the rest of the Greek army invading the historical city ofTroy, defended by Hector's Trojan army. The end of the film (the sack of Troy) is not taken from theIliad, but rather fromQuintus Smyrnaeus'sPosthomerica, as theIliadconcludes with Hector's death and funeral.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Troy_03500296.png/250px-Troy_03500296.png
3140,Twist,2004,English,,,,,,,
3141,The Day After Tomorrow,2004,English,,,,,,,
3142,Raising Helen,2004,English,,,"Raising Helenis a 2004 Americancomedy-drama filmdirected byGarry Marshalland written byJack AmielandMichael Begler. It starsKate Hudson,John Corbett,Joan Cusack,Hayden Panettiere, siblingsSpencerandAbigail Breslin, andHelen Mirren. It grossed 	$49.7 million worldwide.",,,,https://upload.wikimedia.org/wikipedia/en/4/4d/Raising_helen.jpg
3143,Saved!,2004,English,,,,,,,
3144,Soul Plane,2004,English,,,,,,,
3145,Garfield: The Movie,2004,English,,,"Garfield: The Movie(or simplyGarfield) is a 2004 Americancomedy filmbased onJim Davis' comic stripGarfield. Directed byPeter Hewittand written byJoel CohenandAlec Sokolow, it was produced and distributed by20th Century Foxwith the co-production ofDavis Entertainment Company, and starsBreckin MeyerasJon Arbuckle,Jennifer Love Hewittas Dr. Liz Wilson and featuresBill Murrayas the voice ofGarfield, who was created withcomputer-generated imagery.",,,,https://upload.wikimedia.org/wikipedia/en/e/eb/Garfield_ver6.jpg
3146,Napoleon Dynamite,2004,English,,,,,,,
3147,The Stepford Wives,2004,English,,,,,,,
3148,The Terminal,2004,English,,,"The Terminalis a 2004 Americancomedy-dramafilm produced and directed bySteven Spielbergand starringTom Hanks,Catherine Zeta-JonesandStanley Tucci. The film is about an Eastern European man who is stuck inNew York'sJohn F. Kennedy Airportterminal when he is denied entry to the United States, but is unable to return to his native country because of a militarycoup.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Movie_poster_the_terminal.jpg/250px-Movie_poster_the_terminal.jpg
3149,The Notebook,2004,English,,,,,,,
3150,Before Sunset,2004,English,,,,,,,
3151,The Clearing,2004,English,,,The Clearingis a 2004 Americancrime thriller filmand the directorial debut of film producerPieter Jan Brugge. The film is loosely based on the real-life kidnapping and murder of Dutch businessmanGerrit Jan Heijnthat took place in theNetherlandsin 1987. The screenplay was written byJustin Haythe.,,,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Clearing_movie_poster.jpg/250px-Clearing_movie_poster.jpg
3152,De-Lovely,2004,English,,,,,,,
3153,Sleepover,2004,English,,,"Sleepoveris a 2004 Americanteencomedy filmdirected byJoe Nussbaum, in hisfeature film directorial debut. The film starsAlexa VegaandMika Booremwith supporting roles fromJane Lynch,Sara Paxton,Brie Larson,Steve CarellandJeff Garlin.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sleepover.jpg/250px-Sleepover.jpg
3154,"I, Robot",2004,English,,,,,,,
3155,Catwoman,2004,English,,,,,,,
3156,A Home at the End of the World,2004,English,,,"A Home at the End of the Worldis a 2004 Americandrama filmdirected byMichael Mayerfrom a screenplay byMichael Cunninghambased on his1990 novel. It starsColin Farrell,Robin Wright,Dallas Roberts, andSissy Spacek.",,,,https://upload.wikimedia.org/wikipedia/en/f/f7/A_Home_at_the_End_of_the_World_film.jpg
3157,She Hate Me,2004,English,,,,,,,
3158,The Manchurian Candidate,2004,English,,,,,,,
3159,Thunderbirds,2004,English,,,"Thunderbirdsis a 2004 science fiction action-adventure film[2]directed byJonathan Frakes, written by William Osborne andMichael McCullers, and based onthe television series of the same namecreated byGerryandSylvia Anderson. The film's plot concerns theHood, who traps International Rescue (IR) leaderJeff Tracyand four of his sons on board the damagedThunderbird 5to steal the otherThunderbirdvehicles and commit crimes that IR will be blamed for, prompting Jeff's youngest sonAlanand his friendsTin-Tinand Fermat to stop him. Unlike the original TV series, which combined puppetry and scale-model visual effects in a filming style dubbed ""Supermarionation"", the film was made in live-action withCGIeffects.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Thunderbirds_movie_poster.jpg/250px-Thunderbirds_movie_poster.jpg
3160,The Village,2004,English,,,,,,,
3161,Little Black Book,2004,English,,,,,,,
3162,Open Water,2004,English,,,"Open Wateris a 2003 Americansurvivalhorrorthriller film. The story concerns an American couple who goscuba divingwhile on vacation, only to find themselves stranded miles from shore in shark-filled waters when the crew of their boat accidentally leaves them behind.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Open_Water_movie.jpg/250px-Open_Water_movie.jpg
3163,Yu-Gi-Oh! The Movie: Pyramid of Light,2004,English,,,,,,,
3164,Without a Paddle,2004,English,,,,,,,
3165,Suspect Zero,2004,English,,,"Suspect Zerois a 2004psychological thrillerfilm directed byE. Elias Merhigeand starringAaron Eckhart,Ben Kingsley, andCarrie-Anne Moss. The film was produced byTom Cruise's co-owned companyCruise/Wagner Productions[citation needed]. It was abox office bomb, failing to earn half of its estimated $27 million production costs[citation needed]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Suspect_Zero_poster.jpg/250px-Suspect_Zero_poster.jpg
3166,Hero,2004,English,,,,,,,
3167,The Brown Bunny,2004,English,,,,,,,
3168,Paparazzi,2004,English,,,"Paparazziis a 2004 Americanaction thrillerfilm directed by Paul Abascal, produced byMel Gibson, and starringCole Hauser,Robin Tunney,Dennis Farina,Daniel BaldwinandTom Sizemore.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Paparazzi_movie.jpg/250px-Paparazzi_movie.jpg
3169,Warriors of Heaven and Earth,2004,English,,,"Warriors of Heaven and Earth(Chinese:天地英雄) is a 2003 Chineseaction adventure filmdirected byHe Ping. The film's notable cinematography captures a wide range of landscapes across China'sXinjiangprovince. It was China's official entry for theAcademy Award for Best Foreign Language Film, though it did not get nominated.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Warriors_of_heaven_and_earth.jpg/250px-Warriors_of_heaven_and_earth.jpg
3170,Wicker Park,2004,English,,,,,,,
3171,Criminal,2004,English,,,,,,,
3172,Resident Evil: Apocalypse,2004,English,,,"Resident Evil: Apocalypseis a 2004action horror film[10]directed byAlexander Wittand written byPaul W. S. Anderson. A direct sequel toResident Evil(2002), it is the second installment in theResident Evilfilm series, which is loosely based on thevideo game series of the same name. The film marks Witt's feature directorial debut; Anderson, the director of the first film, turned down the job due to other commitments, though stayed on as one of its producers.Milla Jovovichreprises her role asAlice, and is joined bySienna GuilloryasJill ValentineandOded FehrasCarlos Olivera.",,,,https://upload.wikimedia.org/wikipedia/en/5/50/Resident_evil_apocalypse_poster.jpg
3173,Sky Captain and the World of Tomorrow,2004,English,,,,,,,
3174,Wimbledon,2004,English,,,,,,,
3175,The Forgotten,2004,English,,,"The Forgottenis a 2004 Americanscience fictionpsychological thrillerwritten byGerald Di Pego, directed byJoseph Rubenand starringJulianne Moore,Dominic West,Gary Sinise,Alfre Woodard,Linus Roache, andAnthony Edwards.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/The_Forgotten_poster.JPG/250px-The_Forgotten_poster.JPG
3176,The Last Shot,2004,English,,,,,,,
3177,The Motorcycle Diaries,2004,English,,,"The Motorcycle Diaries(Spanish:Diarios de motocicleta) is a 2004biographicalcoming-of-ageroad moviedirected byWalter Sallesfrom a screenplay byJosé Rivera, based onChe Guevara's 1995memoir of the same nameandAlberto Granado's memoirChe Guevara: The Making of a Revolutionary. The film recounts the 1952 expedition, initially by motorcycle, across South America by Guevara and Granado, observing the life of the impoverishedindigenouspeasantry. Through the trip both of them witness thesocial classesstruggle in Latin America.",,,,https://upload.wikimedia.org/wikipedia/en/9/9b/The_Motorcycle_Diaries.jpg
3178,Shaun of the Dead,2004,English,,,,,,,
3179,Ladder 49,2004,English,,,"Ladder 49is a 2004 Americandisasterthriller filmdirected byJay Russelland written byLewis Colick. The film followsBaltimore firefighterJack Morrison, who is trapped inside a warehouse fire, and his recollection of the events that got him to that point. The film starsJoaquin PhoenixandJohn Travolta, and was released on October 1, 2004. It received mixed reviews and grossed $102 million worldwide on $45 million budget.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Ladder_49_poster.JPG/250px-Ladder_49_poster.JPG
3180,Shark Tale,2004,English,,,,,,,
3181,Friday Night Lights,2004,English,,,,,,,
3182,Raise Your Voice,2004,English,,,"Raise Your Voiceis a 2004 Americanteenmusicaldramafilm directed bySean McNamaraand starringHilary Duff. Canadian rock bandThree Days Gracemakes a cameo appearance in the film, performing the songs ""Are You Ready"" and ""Home"". Upon release, the film received negative reviews and grossed $14.9 million against a $15 million budget.",,,,https://upload.wikimedia.org/wikipedia/en/0/08/Raise_your_voice_poster.jpg
3183,The Final Cut,2004,English,,,"The Final Cutis a 2004science fictionpsychological thriller filmwritten and directed byOmar Naim. It starsRobin Williams,Jim Caviezel,Mira Sorvino,Mimi Kuzyk,Stephanie Romanov,Genevieve BuechnerandBrendan Fletcher. The film takes place in a setting where brain implants make it possible to record the sight and sound of entire lives. Williams plays a professional who specializes in editing the memories of unsavory people into uncritical memorials that are played at funerals.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/The_Final_Cut_movie.jpg/250px-The_Final_Cut_movie.jpg
3184,Shall We Dance?,2004,English,,,,,,,
3185,Team America: World Police,2004,English,,,"Team America: World Policeis a 2004puppetrycomedy filmdirected byTrey Parker, who co-wrote it withMatt StoneandPam Brady. Parker and Stone also star alongsideKristen Miller, Masasa Moyo,Daran Norris,Phil Hendrie,Maurice LaMarche,Jeremy Shada, andFred Tatasciore. Asatireofaction filmarchetypes, Americanmilitarism, and theforeign policy of the United States, the film follows the titularinternationalcounterterrorismforce, which recruits aBroadwayactor to assist in saving the world fromKim Jong Iland his coalition ofIslamic terroristsandliberalHollywoodactors.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Team_america_poster_300px.jpg/250px-Team_america_poster_300px.jpg
3186,Sideways,2004,English,,,,,,,
3187,Surviving Christmas,2004,English,,,,,,,
3188,Vera Drake,2004,English,,,"Vera Drakeis a 2004 Britishperiod drama filmwritten and directed byMike Leighand starringImelda Staunton,Phil Davis,Daniel MaysandEddie Marsan. It tells the story of aworking-classwoman in London in 1950 who performs illegal abortions.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Veradrakeposter.jpg/250px-Veradrakeposter.jpg
3189,Ray,2004,English,,,"Rayis a 2004 Americanbiographicaldrama filmfocusing on 30 years in the life ofsoulmusicianRay Charles.[a]Theindependently produced filmwas co-produced and directed byTaylor Hackford; it was written byJames L. Whitefrom a story by Hackford and White. It starsJamie Foxxas Charles, along withKerry Washington,Clifton Powell,Harry Lennix,Terrence Howard,Larenz Tate,Richard Schiff, andRegina Kingin supporting roles. Along with Hackford, the film was also produced byStuart Benjamin,Howard Baldwin, and Karen Baldwin.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Ray_poster.jpg/250px-Ray_poster.jpg
3190,Saw,2004,English,,,,,,,
3191,Stage Beauty,2004,English,,,,,,,
3192,Fade to Black,2004,English,,,"Fade to Blackis a 2004documentary filmabout the career of AmericanrapperJay-Z. It also features many other famous names inhip hop music. This live concert atMadison Square Gardenon November 25, 2003 was meant to be Jay-Z's final performance, as he announced his intentions to retire from the industry.[1][2]",,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Fade_to_Black_%282004_film%29_poster.jpg/250px-Fade_to_Black_%282004_film%29_poster.jpg
3193,The Incredibles,2004,English,,,"The Incrediblesis a 2004 American animatedsuperhero filmwritten and directed byBrad Bird. Produced byPixar Animation StudiosforWalt Disney Pictures, it stars the voices ofCraig T. Nelson,Holly Hunter,Sarah Vowell,Spencer Fox,Jason Lee,Samuel L. Jackson, andElizabeth Peña. Set in aretro-futuristicversion of the 1960s,[5][6][7]the film followsBobandHelen Parr, a superhero couple known as Mr. Incredible and Elastigirl, respectively, who hide their powers in accordance with a government mandate, and attempt to live a quiet suburban life with their three children. However, Bob's desire to help people draws the entire family into a confrontation with a vengeful fan-turned-foe.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/The_Incredibles_%282004_animated_feature_film%29.jpg/250px-The_Incredibles_%282004_animated_feature_film%29.jpg
3194,Finding Neverland,2004,English,,,,,,,
3195,Kinsey,2004,English,,,"Kinseyis a 2004 Americanbiographicaldrama filmwritten and directed byBill Condon.[4]It describes the life ofAlfred Charles Kinsey(played byLiam Neeson), a pioneer in the area ofsexology. His 1948 publication,Sexual Behavior in the Human Male(the first of theKinsey Reports) was one of the first recorded works that tried to scientifically address and investigatesexual behaviorin humans. The film also starsLaura Linney(in a performance nominated for theAcademy Award for Best Supporting Actress),Chris O'Donnell,Peter Sarsgaard,Timothy Hutton,John Lithgow,Tim Curry, andOliver Platt.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Kinsey_movie.jpg/250px-Kinsey_movie.jpg
3196,Seed of Chucky,2004,English,,,,,,,
3197,National Treasure,2004,English,,,"National Treasureis a 2004 Americanaction-adventureheist film[2]released byWalt Disney Pictures. It was written byJim Koufand theWibberleys, produced byJerry Bruckheimer, and directed byJon Turteltaub. It is the first film in theNational Treasurefranchiseand starsNicolas Cagein the lead role,Harvey Keitel,Jon Voight,Diane Kruger,Sean Bean,Justin BarthaandChristopher Plummer. In the film, Benjamin Franklin Gates, a historian, along with computer expert Riley Poole and archivist Abigail Chase, search for a massive lostFreemasontreasure, which includes a map hidden on the back of theUnited States Declaration of Independence.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Movie_national_treasure.JPG/250px-Movie_national_treasure.JPG
3198,The SpongeBob SquarePants Movie,2004,English,,,,,,,
3199,Christmas with the Kranks,2004,English,,,,,,,
3200,House of Flying Daggers,2004,English,,,"House of Flying Daggers(Chinese:十面埋伏;pinyin:Shímiàn máifú;lit.'Ambush from ten sides') is a 2004wuxiamartial arts filmfrom China,[2][3]directed byZhang Yimouand starringTakeshi Kaneshiro,Andy Lau, andZhang Ziyi. It opened inlimited releasewithin the United States on 3 December 2004, inNew York CityandLos Angeles, and opened on additional screens throughout the country two weeks later. The film grossed $11,050,094 at the United States box office and went on to significantly overperform in home video market in the United States.[4]",,,,https://upload.wikimedia.org/wikipedia/en/f/f7/House_of_Flying_Daggers_poster.JPG
3201,The Life and Death of Peter Sellers,2004,English,,,,,,,
3202,Flight of the Phoenix,2004,English,,,,,,,
3203,Lemony Snicket's A Series of Unfortunate Events,2004,English,,,"Lemony Snicket's A Series of Unfortunate Events(also simply known asA Series of Unfortunate Events) is a 2004 Americanblack comedyadventure filmdirected byBrad Silberlingfrom a screenplay byRobert Gordon, based on the first three novels of the book seriesA Series of Unfortunate Events:The Bad Beginning(1999),The Reptile Room(1999), andThe Wide Window(2000), byLemony Snicket(the pen name of American authorDaniel Handler). It starsJim Carrey,Liam Aiken,Emily Browning,Timothy Spall,Catherine O'Hara,Billy Connolly,Cedric the Entertainer,Luis Guzmán,Jennifer Coolidge, andMeryl Streep, withJude Lawas the voice of Lemony Snicket.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/A_Series_Of_Unfortunate_Events_poster.jpg/250px-A_Series_Of_Unfortunate_Events_poster.jpg
3204,Spanglish,2004,English,,,,,,,
3205,Meet the Fockers,2004,English,,,,,,,
3206,Darkness,2004,English,,,"Darknessis a 2002supernatural horror filmdirected byJaume Balagueró, and starringAnna Paquin,Lena Olin,Iain Glen,Giancarlo Giannini, andFele Martínez. It follows an American family who move into a house in the Spanish countryside, where six children disappeared during anoccultritualforty years before; the teenage daughter and young son of the family are subjected to increasing disturbances in the house.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Darkness_movie.jpg/250px-Darkness_movie.jpg
3207,Fat Albert,2004,English,,,"Fat Albertis a 2004 Americanlive-action animatedcomedy filmbased on the 1972Filmationanimated television seriesFat Albert and the Cosby Kidscreated byBill Cosby.Kenan Thompsonstars as the title character.Fat Alberttransforms the cartoon characters into three-dimensional humans, who have to come to grips with the differences that exist between their world and the real world.",,,,https://upload.wikimedia.org/wikipedia/en/1/19/Fat_albert_poster.jpg
3208,The Life Aquatic with Steve Zissou,2004,English,,,,,,,
3209,In Good Company,2004,English,,,,,,,
3210,A Love Song for Bobby Long,2004,English,,,"A Love Song for Bobby Longis a 2004 Americanpsychological dramafilm directed and written by Shainee Gabel, based on the novelOff Magazine Streetby Ronald Everett Capps. It starsJohn Travoltaas the title character, an aging alcoholic, andScarlett Johanssonas a headstrong young woman who returns toNew Orleans,Louisianaafter her estranged mother's death.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Love_song_for_bobby_long.jpg/250px-Love_song_for_bobby_long.jpg
3211,Star Wars: Episode III – Revenge of the Sith,2005,English,,,This is an accepted version of this page,,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Star_Wars_Episode_III_Revenge_of_the_Sith_poster.jpg/250px-Star_Wars_Episode_III_Revenge_of_the_Sith_poster.jpg
3212,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,English,,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobeis a 2005high fantasyfilm directed byAndrew Adamson, who co-wrote the screenplay withAnn Peacockand the writing team ofChristopher Markus and Stephen McFeely, based on the 1950 novelThe Lion, the Witch and the Wardrobe, the first published and second chronological novel in the children's book seriesThe Chronicles of NarniabyC. S. Lewis. The film is the first installment inThe Chronicles of Narniafilm series. It was produced byWalt Disney PicturesandWalden Media, and distributed byBuena Vista Pictures Distribution.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/The_Chronicles_of_Narnia_-_The_Lion%2C_the_Witch_and_the_Wardrobe.jpg/250px-The_Chronicles_of_Narnia_-_The_Lion%2C_the_Witch_and_the_Wardrobe.jpg
3213,Harry Potter and the Goblet of Fire,2005,English,,,"Harry Potter and the Goblet of Fireis a 2005fantasy filmdirected byMike Newellfrom a screenplay bySteve Kloves. It is based on the 2000 novelHarry Potter and the Goblet of FirebyJ. K. Rowling. It is thesequeltoHarry Potter and the Prisoner of Azkaban(2004) and the fourth instalment in theHarry Potterfilm series. The film starsDaniel RadcliffeasHarry Potter, alongsideRupert GrintandEmma Watsonas Harry's best friendsRon WeasleyandHermione Granger, respectively. The story follows Harry's fourth year atHogwarts, as he is chosen by theGoblet of Fireto compete in the Triwizard Tournament.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Harry_Potter_and_the_Goblet_of_Fire_Poster.jpg/250px-Harry_Potter_and_the_Goblet_of_Fire_Poster.jpg
3214,War of the Worlds,2005,English,,,"War of the Worldsis a 2005 Americanscience fictionaction-thriller film[b]directed bySteven Spielbergand written byJosh FriedmanandDavid Koepp, based onH. G. Wells' 1898 novel,The War of the Worlds.Tom Cruisestars in the main role alongsideDakota Fanning,Miranda Otto, andTim Robbins, with narration byMorgan Freeman. It follows an American dock worker who must look after his children, from whom he lives separately, as he struggles to protect them and reunite them with their mother whenextraterrestrialsinvadeEarthand devastate cities with giantwar machines.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/War_of_the_Worlds_2005_poster.jpg/250px-War_of_the_Worlds_2005_poster.jpg
3215,King Kong,2005,English,,,"King Kongis a 2005epicadventuremonster filmco-written, produced, and directed byPeter Jackson. It is the ninth entry in theKing Kongfranchiseand the secondremakeof the1933 film of the same title, the first being the1976 remake. The film starsNaomi Watts,Jack Black, andAdrien Brody. Set in 1933, it follows the story of an ambitious filmmaker who coerces his cast and hired ship crew to travel to mysteriousSkull Island. There they encounter various prehistoric creatures and a legendary giantgorillaknown asKong, whom they capture and take toNew York City.",,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Kingkong_bigfinal1.jpg/250px-Kingkong_bigfinal1.jpg
3216,Wedding Crashers,2005,English,,,"Wedding Crashersis a 2005 Americanromantic comedyfilm directed byDavid Dobkin, written bySteve FaberandBob Fisher, starringOwen Wilson,Vince VaughnandChristopher WalkenwithRachel McAdams,Isla Fisher,Bradley CooperandJane Seymourin supporting roles. The film follows two divorce mediators (Wilson and Vaughn) whocrashweddings in an attempt to meet and seduce women. When they crash the wedding of theU.S. Treasury Secretary's daughter, they are unexpectedly invited to the family's home, where a weekend of farcical events changes their perspectives on love and marriage.",,,,https://upload.wikimedia.org/wikipedia/en/3/3e/Wedding_crashers_poster.jpg
